"case","beta0","se_beta0","pval_beta0","beta0_c","se_beta0_c","pval_beta0_c","beta2","se_beta2","pval_beta2","beta0Tbeta2","beta2_flip","meta.analysis.paper","meta.analysis.year","windows","grouped_es","meta.analysis.paper.1"
"MA_12",0.386102484342646,0.290167375505591,0.19191873237245,0.436219433975718,0.351284426842978,0.22281449592101,-0.00515299659182321,0.224136458757603,0.981792297584757,-0.0019895847855167,-0.00515299659182321,"delavaux.et.al.2017.ecology",2017,"after","SMD","delavaux.et.al.2017.ecology"
"MA_13",0.569795625650602,0.161768680058896,0.00097851548161595,0.610398455483069,0.188254152670164,0.00223518386173396,0.00957281174451784,0.0227002987350263,0.67524869842699,0.00545454625719228,0.00957281174451784,"delavaux.et.al.2017.ecology",2017,"after","SMD","delavaux.et.al.2017.ecology"
"MA_14",-0.146591476518499,0.121923148679966,0.232256909493869,0.0896799392930784,0.179047901283302,0.617645159931781,0.021354773368796,0.0121831367316721,0.0829293716812746,-0.00313042775885023,-0.021354773368796,"charlebois.sargent.2017.ecoletts",2017,"after","SMD","charlebois.sargent.2017.ecoletts"
"MA_15",0.253583991930172,0.167297698701217,0.14119996999539,0.0162873676374095,0.335781520426318,0.961683796625993,-0.0172396654059672,0.020980161882578,0.418712172928581,-0.0043717031731919,-0.0172396654059672,"gripenberg.et.al.2010.ecoletts",2010,"after","SMD","gripenberg.et.al.2010.ecoletts"
"MA_16",-0.0886069911241449,0.115010091834907,0.449627236080072,-0.418165606524995,0.210287999765669,0.0606105946333688,-0.0262434588308132,0.0144729830496676,0.0848262126918254,0.00232535392368885,0.0262434588308132,"gripenberg.et.al.2010.ecoletts",2010,"after","SMD","gripenberg.et.al.2010.ecoletts"
"MA_17",0.450404347617889,0.210163065052906,0.0445843623301098,-0.106855546270327,0.459408826979299,0.818564130059412,-0.0378262186817964,0.0278622669566726,0.19049307580693,-0.0170370933482284,-0.0378262186817964,"gripenberg.et.al.2010.ecoletts",2010,"after","uncommon","gripenberg.et.al.2010.ecoletts"
"MA_18",0.378999242370569,0.0573880154343105,3.6598848443491e-07,0.403601442705012,0.152948534944986,0.0136448279154155,0.00172606192329128,0.00994658314063137,0.863526853108118,0.00065417616121316,0.00172606192329128,"gripenberg.et.al.2010.ecoletts",2010,"after","SMD","gripenberg.et.al.2010.ecoletts"
"MA_19",0.109613269831182,0.14921101767143,0.463549124325525,0.25027395475761,0.2290691154293,0.276084590457761,0.0298557806013355,0.0366125992951499,0.415922657700189,0.00327258973507346,0.0298557806013355,"marino.et.al.2018.ecoletts",2018,"after","SMD","marino.et.al.2018.ecoletts"
"MA_20",-0.269639378961606,0.101765336855188,0.0096264551456745,-0.125383059757808,0.192164767330505,0.515896658413334,0.0131184426096862,0.0121743877294131,0.284358999122873,-0.00353724871819899,-0.0131184426096862,"munguia-rosas.et.al.2011.ecoletts",2011,"after","Zr","munguia-rosas.et.al.2011.ecoletts"
"MA_21",0.0374991101004148,0.237950747465047,0.876750049653129,-0.04866705008553,0.353435690237434,0.892311234146009,-0.0075915418176335,0.0223355942565492,0.738655448269884,-0.000284676062451226,-0.0075915418176335,"munguia-rosas.et.al.2011.ecoletts",2011,"after","Zr","munguia-rosas.et.al.2011.ecoletts"
"MA_22",0.498239263082837,0.0804365514978763,3.20113608397849e-09,0.392584740371926,0.164081362834122,0.0176445360391026,-0.0122736048866993,0.0166125792776537,0.460877576719686,-0.00611519185405576,-0.0122736048866993,"peng.et.al.2019.ecology",2019,"after","Zr","peng.et.al.2019.ecology"
"MA_23",0.622574427126649,0.0631509203906443,1.44686251663828e-20,0.601786864866681,0.107570530547347,4.24944034428144e-08,-0.00484501872496955,0.0203528714672803,0.811970286151093,-0.00301638475721611,-0.00484501872496955,"shafer.wolf.2013.ecoletts",2013,"after","Zr","shafer.wolf.2013.ecoletts"
"MA_24",0.251043712126585,0.083644231859052,0.00277674539235543,0.433526282305592,0.122936287018306,0.00044670068533311,0.0311166619844947,0.0170258644605215,0.0680035006109731,0.00781164233357867,0.0311166619844947,"caruso.et.al.2019.evolution",2019,"after","uncommon","caruso.et.al.2019.evolution"
"MA_25",-0.0392501269716024,0.112666809556466,0.733136643046784,0.153305274939384,0.123625352796976,0.238647380498902,0.0342700332583302,0.0130065241568074,0.0217804724771997,-0.00134510315671051,-0.0342700332583302,"winfree.et.al.2009.ecology",2009,"after","SMD","winfree.et.al.2009.ecology"
"MA_26",-0.362012541214022,0.125143684073968,0.0051901447167991,-0.0132682091828737,0.154358416724316,0.931768834568513,0.0661684690577673,0.0211952083381478,0.00269706967704549,-0.0239538156318414,-0.0661684690577673,"winfree.et.al.2009.ecology",2009,"after","SMD","winfree.et.al.2009.ecology"
"MA_27",-0.230905371584425,0.128481761234174,0.0794993166831856,-0.188871625443929,0.21301862757888,0.380442157392165,0.0105236176556192,0.0412638312538614,0.799972987891288,-0.00242995984521814,-0.0105236176556192,"winfree.et.al.2009.ecology",2009,"after","SMD","winfree.et.al.2009.ecology"
"MA_28",0.508706470700218,0.0489815117854233,3.06698568905903e-22,0.890745517821022,0.0778924521995211,5.51760581960614e-26,0.037556771763284,0.00520792790740793,3.38003429157222e-12,0.0191053728372404,0.037556771763284,"vidal.murphy.2018.ecoletts",2018,"after","lnRR","vidal.murphy.2018.ecoletts"
"MA_29",0.067126983904251,0.0392182114861311,0.0885232538289912,0.0468031739473542,0.0545120377928168,0.391608150068866,-0.0043042762126536,0.00801798968470748,0.591989565970446,-0.00028893308004625,-0.0043042762126536,"zhou.staver.2019.ecology",2019,"after","SMD","zhou.staver.2019.ecology"
"MA_30",0.288903649682034,0.0657936264563636,2.36395324942838e-05,0.321593313218449,0.13490122639092,0.0186338618643818,0.00486914561377812,0.017917868867162,0.786264077110624,0.00140671393865247,0.00486914561377812,"griffin.et.al.2013.ecology",2013,"after","lnRR","griffin.et.al.2013.ecology"
"MA_31",-0.213636819310929,0.149668159205305,0.168891654557861,0.178834980716577,0.204524382590389,0.392822231112109,0.048998184546752,0.0251858608243892,0.0666670596258219,-0.0104678162994794,-0.048998184546752,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_32",-0.130566568506544,0.0477384113027573,0.00685773955881568,-0.0422803361224194,0.0921740429838109,0.647002187063146,0.00787989828816261,0.00728473494420325,0.280832855614242,-0.00102885127966597,-0.00787989828816261,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_33",-0.072692028913058,0.0798673286980698,0.368963987980411,-0.173689134335483,0.194750734836797,0.378740033726213,-0.0104130591686054,0.0183131306012904,0.573356649039395,0.000756946398157618,0.0104130591686054,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_34",-0.0895717063916381,0.0860882669466036,0.305687945121309,-0.0994574329242877,0.11261169080982,0.383721210217229,-0.00129433337619524,0.0095050333396844,0.892537225307033,0.000115935649145469,0.00129433337619524,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_36",-0.0947267961485943,0.0476150606263951,0.048630654943812,0.0181374006566881,0.0320903943604723,0.572864048205702,0.0153168103646327,0.00590760629496159,0.0105552185126377,-0.00145091237305331,-0.0153168103646327,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_37",-0.356902327295924,0.109713344392004,0.00248435934356247,-0.365378077359608,0.179443552191847,0.04935586456399,-0.00332474663544854,0.0486768604546394,0.94593363492234,0.00118660981178197,0.00332474663544854,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_38",-0.0977197036714287,0.11375444786143,0.397130365395104,-0.169053868231813,0.308767378305482,0.588216419781371,-0.0055423569425389,0.0223026641585164,0.805493977704906,0.00054159747806615,0.0055423569425389,"magris.ban.2019.geb",2019,"after","SMD","magris.ban.2019.geb"
"MA_39",0.0715466102334136,0.174103220963715,0.683253880205098,-0.470773079017383,0.268997475227877,0.0877689035732195,-0.0679548197088247,0.0270801066573512,0.0162442789159804,-0.00486193699918916,-0.0679548197088247,"stanton.et.al.2017.geb",2017,"after","Zr","stanton.et.al.2017.geb"
"MA_40",-0.158212544386502,0.250489274892375,0.534147723487304,-0.00100131875752371,0.407396435142482,0.998062121666894,0.0181621821472525,0.0364995102320327,0.623935911558689,-0.00287348504631306,-0.0181621821472525,"stanton.et.al.2017.geb",2017,"after","Zr","stanton.et.al.2017.geb"
"MA_41",-0.350866840883018,0.193565281740335,0.0795802929202954,-0.644036337218303,0.296044831836443,0.0376056922807066,-0.0313410907328018,0.0242231121022209,0.205589909779141,0.0109965494955864,0.0313410907328018,"stanton.et.al.2017.geb",2017,"after","Zr","stanton.et.al.2017.geb"
"MA_42",0.431332434037335,0.36296614362981,0.28805592487239,0.134868944675098,0.749823649241765,0.86600092011202,-0.0733669432772137,0.158048250902386,0.666639417773394,-0.0316455422216417,-0.0733669432772137,"stanton.et.al.2017.geb",2017,"after","Zr","stanton.et.al.2017.geb"
"MA_43",-0.580248169050817,0.370588450922343,0.192465081304355,-0.862277874888719,0.806773375183144,0.36352123045721,-0.0893462925189861,0.2171361339393,0.708354027273281,0.0518430226456174,0.0893462925189861,"stanton.et.al.2017.geb",2017,"after","Zr","stanton.et.al.2017.geb"
"MA_44",0.153880499511279,0.535532915025481,0.792556195692766,-0.630561770580019,0.871130227535794,0.544378450875307,-0.181854305001496,0.164950510424184,0.385179240511772,-0.0279838312919071,-0.181854305001496,"stanton.et.al.2017.geb",2017,"after","Zr","stanton.et.al.2017.geb"
"MA_45",-0.559961017272531,0.358076754044909,0.121055212172601,-0.695695626798957,0.457033990496976,0.131180105563301,-0.0344499424729867,0.0660189593795012,0.602973821392129,0.0192906248321555,0.0344499424729867,"ferlian.et.al.2018.jae",2018,"after","lnRR","ferlian.et.al.2018.jae"
"MA_46",0.352287272479251,0.0718289805868383,2.26102299485898e-06,0.23708292651587,0.108480691599684,0.0302979413730261,-0.0104796526486445,0.00738599448424558,0.157874378676419,-0.0036918482481212,-0.0104796526486445,"romero.koricheva.2011.jae",2011,"after","lnRR","romero.koricheva.2011.jae"
"MA_47",-0.026403568345634,0.016544418715729,0.11125345543624,0.00861915341902221,0.0225846941448158,0.702922771543539,0.00777581169321318,0.00341203052266306,0.0231693800187624,-0.000205309175484535,-0.00777581169321318,"daskin.pringle.2016.jae",2016,"after","SMD","daskin.pringle.2016.jae"
"MA_48",-0.17664070310531,0.121796316375326,0.157019492323829,-0.117631655470438,0.182451466469902,0.52400309552224,0.00854104974485834,0.0193445170672573,0.662000529822487,-0.00150869703218975,-0.00854104974485834,"daskin.pringle.2016.jae",2016,"after","SMD","daskin.pringle.2016.jae"
"MA_49",0.252388231858128,0.122762197665301,0.0438748094221313,0.442951116637916,0.191653903485103,0.0241060030249657,0.0190233824902723,0.014740053869269,0.201561932489867,0.00480127787068064,0.0190233824902723,"rutkowska.et.al.2013.jeb",2013,"after","Zr","rutkowska.et.al.2013.jeb"
"MA_50",0.502516853530279,0.0753849207130079,3.71336577084921e-09,0.502807255709492,0.10205627517848,4.85800058266089e-06,-0.000221617298955704,0.00780713363704189,0.977429280654793,-0.000111366427760563,-0.000221617298955704,"shah.et.al.2019.natcomm",2019,"after","lnRR","shah.et.al.2019.natcomm"
"MA_51",0.220918804158621,0.0827336314074426,0.00794270218413411,0.205717671750325,0.142643005674796,0.150170558929058,-0.00327648418255587,0.0263788279616752,0.901223305395932,-0.000723836967451661,-0.00327648418255587,"whitlock.2014.jecol",2014,"after","SMD","whitlock.2014.jecol"
"MA_52",0.267291890450617,0.18029145117165,0.14360628950588,-0.0446214248995092,0.292590398124969,0.879327405525688,-0.0642140590394733,0.0477675721355346,0.184176548177216,-0.0171638972341692,-0.0642140590394733,"whitlock.2014.jecol",2014,"after","Zr","whitlock.2014.jecol"
"MA_53",-0.0249070309859017,0.0476037569554772,0.600961358145303,-0.0713713644107195,0.0802171601885296,0.373866078810821,-0.00443962628113686,0.00618227906441008,0.472881228921425,0.000110577909039036,0.00443962628113686,"havrilla.et.al.2019.jecol",2019,"after","lnRR","havrilla.et.al.2019.jecol"
"MA_54",0.219538172948619,0.0839771502116056,0.0103381792651779,-0.541241480596363,0.196820930547864,0.0070994146961885,-0.051055872367169,0.0122511715121945,6.64650202960499e-05,-0.0112087129377861,-0.051055872367169,"jactel.et.al.2012.gcb",2012,"after","SMD","jactel.et.al.2012.gcb"
"MA_55",0.0798293265798303,0.287287060895529,0.78250630340956,0.306034939292642,0.403360995436704,0.452472409439253,0.0521441097028721,0.0638135351600227,0.418693253442684,0.00416262915987494,0.0521441097028721,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_56",-0.0608702794650895,0.353289571533989,0.864592270480318,0.0220751840880379,0.533137939787288,0.967314663420622,0.0901949324286079,0.345970633935926,0.796546889489518,-0.00549019074326717,-0.0901949324286079,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_57",0.0762471604163854,0.372413601364167,0.839073657990985,-0.189399670609409,0.501544847635214,0.708276836818974,-0.0677456401669449,0.081518092509042,0.412300582316931,-0.00516541269332516,-0.0677456401669449,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_58",0.433738802722821,0.260363712304417,0.101865708868224,0.421280465250958,0.379087513148808,0.271754015146989,-0.00211082116147213,0.0776921241899633,0.978433052443641,-0.00091554504333787,-0.00211082116147213,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_59",0.253186288528141,0.179438304582256,0.162942984513601,0.215621799586343,0.223185789579086,0.337570526638663,-0.0304646545741904,0.0837953395800289,0.717366222827289,-0.0077132328229306,-0.0304646545741904,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_60",-0.46422808500924,0.3183617661164,0.150692262821161,-0.628747787340428,0.418337138523985,0.13889628121147,-0.0905480893567725,0.131790299130701,0.495096629780269,0.0420349661222747,0.0905480893567725,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_61",0.369723068920196,0.27284172316034,0.188551800593277,0.618893420281661,0.328656415803808,0.0729759779977765,0.051437883400933,0.0441389864493548,0.256352814019399,0.0190177721097576,0.051437883400933,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_62",-0.180169968675638,0.190108978309719,0.354583738381592,-0.395761105274795,0.258285243605815,0.141939275990399,-0.0422511781304462,0.0342784033097526,0.232764025068486,0.00761239344026101,0.0422511781304462,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_63",-0.169289882852719,0.138350231093748,0.226714168882597,-0.321843551095762,0.232493269034582,0.172410103787338,-0.0322030085744458,0.0393986068389084,0.417598239795552,0.00545164354907369,0.0322030085744458,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_64",0.155949707385993,0.409713056111997,0.70464601220106,0.711983179666242,0.676501132180743,0.296319014151312,0.282086624382321,0.273639440540431,0.306254601466865,0.0439913265299256,0.282086624382321,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_65",0.359485377576438,0.168590822277559,0.047863680021233,0.359545186434265,0.169268880120597,0.0495989889338389,0.000782257519309483,0.177836301798204,0.99654469453087,0.000281210139651312,0.000782257519309483,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_66",0.164873069133069,0.3625247348532,0.655013398521288,-0.174755843318705,0.178967938517447,0.343368005175597,-1.16883438231342,0.515933481861901,0.0377150977298286,-0.192709311920278,-1.16883438231342,"zhou.et.al.2017c.gcb",2017,"after","lnRR","zhou.et.al.2017c.gcb"
"MA_68",-0.0749644414998055,0.0328553779008105,0.0234890553680691,-0.0833460265215717,0.0471053419857476,0.0782590506854338,-0.00136606203117238,0.00550238869266208,0.804165833002148,0.000102406077220926,0.00136606203117238,"jackson.et.al.2016.gcb",2016,"after","SMD","jackson.et.al.2016.gcb"
"MA_69",0.133812116608645,0.111448704216001,0.232438698186045,0.0609416888055731,0.165464658546637,0.713352629052234,-0.0114678033872639,0.0189432239404162,0.546175101289055,-0.00153453104410326,-0.0114678033872639,"li.et.al.2019.gcb",2019,"after","lnRR","li.et.al.2019.gcb"
"MA_70",-0.251052205851943,0.157943555837557,0.126889114046926,-0.418919471173897,0.286623116620003,0.159394302196375,-0.0285409765282597,0.0426108338597167,0.510641619625335,0.00716527511458756,0.0285409765282597,"fonturbel.et.al.2015.gcb",2015,"after","SMD","fonturbel.et.al.2015.gcb"
"MA_71",-0.298240031701527,0.147485442765994,0.056739849913261,-0.624550877082476,0.239024491658249,0.0171068436218089,-0.076288369529167,0.0441350059814544,0.100111427067658,0.0227522457468382,0.076288369529167,"fonturbel.et.al.2015.gcb",2015,"after","SMD","fonturbel.et.al.2015.gcb"
"MA_72",-0.200289058980047,0.0579081417946975,0.000623843105374842,-0.308604851273066,0.0931584739624689,0.00104118381200392,-0.0175711877952326,0.0118426353255659,0.138968488031307,0.0035193166686749,0.0175711877952326,"beckmann.et.al.2019.gcb",2019,"after","lnRR","beckmann.et.al.2019.gcb"
"MA_73",0.344101818540443,0.080136083758886,3.07290038224254e-05,0.493492918081695,0.132056164619182,0.000261380967084407,0.0216498615936364,0.0152445664618467,0.157566768297251,0.00744975674496896,0.0216498615936364,"beckmann.et.al.2019.gcb",2019,"after","lnRR","beckmann.et.al.2019.gcb"
"MA_74",0.235937424188643,0.135490623128732,0.0854177995661229,0.064871957056741,0.235661544930752,0.783813971214844,-0.0194496615805636,0.0218034237759651,0.375043481250321,-0.0045889030546575,-0.0194496615805636,"root-bernstein.svenning.2018.ecosphere",2018,"after","Zr","root-bernstein.svenning.2018.ecosphere"
"MA_75",-0.274365156114021,0.3093625245475,0.383277838843964,0.0948080253302691,0.499207485914746,0.850907746666958,0.0443646874319053,0.046814699418809,0.352370696470994,-0.0121721243932037,-0.0443646874319053,"root-bernstein.svenning.2018.ecosphere",2018,"after","Zr","root-bernstein.svenning.2018.ecosphere"
"MA_76",-0.35486310346204,0.0507197386224078,1.51160085370338e-11,-0.257943698047319,0.0883183484983671,0.00373923605894265,0.0146465743572986,0.0109656084225421,0.182593375486798,-0.00519752883151731,-0.0146465743572986,"murphy.romanuk.2013.ecosphere",2013,"after","lnRR","murphy.romanuk.2013.ecosphere"
"MA_77",-0.638271648533528,0.121752709351755,7.15076505686954e-06,-0.670842605718086,0.174894181744946,0.000500762053386811,-0.00548224162400236,0.0214209496660525,0.799503909991712,0.00349915939917648,0.00548224162400236,"wesner.2016.oecologia",2016,"after","lnRR","wesner.2016.oecologia"
"MA_78",-0.258962738916111,0.0731959773547548,0.000427208182210248,-0.439021000623239,0.11155864666241,9.0534081564788e-05,-0.0195153960826845,0.00919808141853523,0.0341808479993854,0.00505376042060418,0.0195153960826845,"eziz.et.al.2017.ecolevol",2017,"after","lnRR","eziz.et.al.2017.ecolevol"
"MA_79",-0.204043301174988,0.140197310308455,0.146670575319711,-0.278498327181547,0.245884980968705,0.258332415958363,-0.00656836960051713,0.0175014966365405,0.707718033361177,0.00134023181533936,0.00656836960051713,"eziz.et.al.2017.ecolevol",2017,"after","lnRR","eziz.et.al.2017.ecolevol"
"MA_80",0.415498143082799,0.068162112645468,1.53337383921599e-09,0.486198938516591,0.101888600911488,2.08647305520833e-06,0.00883425201935967,0.00946046014122132,0.350620182498894,0.00367061530956911,0.00883425201935967,"eziz.et.al.2017.ecolevol",2017,"after","lnRR","eziz.et.al.2017.ecolevol"
"MA_81",-0.153838704909327,0.0744168514427576,0.0391121010971832,-0.151273348014959,0.113753336597146,0.184047350746458,0.000301446268297851,0.00986702810007897,0.975637280205785,-4.63741035144059e-05,-0.000301446268297851,"eziz.et.al.2017.ecolevol",2017,"after","lnRR","eziz.et.al.2017.ecolevol"
"MA_82",0.514512866879267,0.268299025041053,0.0599146742787266,-0.482416103923502,0.43069172785557,0.267211803384398,-0.100289095617575,0.0369185390271735,0.00864383131993551,-0.0516000301013846,-0.100289095617575,"ekroth.et.al. 2019.procb",2019,"after","SMD","ekroth.et.al. 2019.procb"
"MA_83",0.546126812275014,0.0845912797758677,1.1219987761635e-09,0.477396087935992,0.149074591968944,0.00163380630754522,-0.00864897629355454,0.0146735962997077,0.556377928153774,-0.00472343785141171,-0.00864897629355454,"champagne.et.al.2016.ecosph",2016,"after","SMD","champagne.et.al.2016.ecosph"
"MA_84",0.539677162212915,0.0790182263512123,1.65310361421173e-10,0.628047699494979,0.131580440031259,4.06482311544664e-06,0.00835551605885949,0.00995323205006406,0.402453875541648,0.00450928119546958,0.00835551605885949,"auer.et.al.2017.functecol",2017,"after","Zr","auer.et.al.2017.functecol"
"MA_85",0.141687257750286,0.0935358151428889,0.131785980940019,0.287560353574498,0.126324612972179,0.0241502941212763,0.0170678159271575,0.0102150734524384,0.0967069710246263,0.0024182920345056,0.0170678159271575,"koricheva.hayes.2018.functecol",2018,"after","SMD","koricheva.hayes.2018.functecol"
"MA_86",0.0487927965499211,0.0243541096061743,0.0453267062634266,0.0307777951914076,0.0347025816434559,0.3752901243383,-0.00243239710303185,0.00333789327060632,0.466298439310464,-0.00011868345697685,-0.00243239710303185,"cooke.leishman.2016.functecol",2016,"after","SMD","cooke.leishman.2016.functecol"
"MA_87",1.18210766817775,0.127164571288849,6.38712516116314e-19,1.42905939341945,0.198897498461557,2.82718824676796e-12,0.0593030087028623,0.0368703259856312,0.108447440482701,0.0701025413345089,0.0593030087028623,"weber.et.al.2017.ecogr",2017,"after","Zr","weber.et.al.2017.ecogr"
"MA_88",0.00352343251949589,0.103357208077968,0.972946864890456,0.0144394994348116,0.129303582853447,0.911559590487654,0.00224486556105104,0.0179409261681362,0.900957948315645,7.909632319709e-06,0.00224486556105104,"gonzalez.et.al.2019.conbio",2019,"after","lnRR","gonzalez.et.al.2019.conbio"
"MA_89",-0.491654336908529,0.131712261507735,0.000575697781801909,-0.388663990346648,0.236894858541529,0.108709371063425,0.0112159061477943,0.0209707736913505,0.595724692279404,-0.0055143488999219,-0.0112159061477943,"batary.et.al.2018.gcb",2018,"after","Zr","batary.et.al.2018.gcb"
"MA_90",0.493184068567839,0.192289533826819,0.0176677392972791,0.36194175933408,0.376088730688236,0.346808390514752,-0.0114799447841078,0.0280159812150094,0.686128805823822,-0.00566172587556072,-0.0114799447841078,"batary.et.al.2018.gcb",2018,"after","Zr","batary.et.al.2018.gcb"
"MA_91",-0.213830206487417,0.0621931012047343,0.00156489064563235,-0.154502929707487,0.12331673056939,0.219049467500156,0.0103942516977073,0.0186563512177668,0.581189391910911,-0.00222260498680284,-0.0103942516977073,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_92",-0.0911068391731264,0.0674919736817757,0.178561513725017,-0.0353228413653133,0.117214335881514,0.763457186534556,0.010038122378295,0.0157868302634596,0.525594767092774,-0.000914541601116406,-0.010038122378295,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_93",-0.0505911698578692,0.0887376219144813,0.569707883530172,0.0176709818128686,0.19751376270206,0.928867698509409,0.00909265928196921,0.0267459461683325,0.734509207259468,-0.000460008270195612,-0.00909265928196921,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_94",-0.237369475727692,0.0919263309572714,0.0114707275608207,-0.484911444272817,0.110671600812363,3.27754151017523e-05,-0.0455902567228877,0.0184918602639349,0.0156489383084285,0.0108217353365701,0.0455902567228877,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_95",-0.111471345214942,0.0447181911555206,0.0133059509927288,-0.0315248811014117,0.0683713959094128,0.645130619864687,0.0100491518980953,0.00707426538242902,0.156672462745136,-0.00112019248034927,-0.0100491518980953,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_96",-0.0449506232544233,0.0853324833025855,0.598852054960119,0.116552128129551,0.121485355142815,0.338355577063344,0.0295601628517151,0.016704169442073,0.0780971175235621,-0.00132874774368634,-0.0295601628517151,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
